Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
8/7/2022 22:50,Apple valley,CA,USA,Light,4-5 minutes,"34°36'05""N 117°05'34""W",9/9/2022,,752,"Apple valley, CA",34.5008311,-117.1858759
8/7/2022 22:45,Sammamish,WA,USA,Egg,5 seconds,I saw a green egg shaped object flying in the sky heading north.,9/9/2022,,753,"Sammamish, WA",47.6162683,-122.0355736
8/7/2022 22:30,Morgantown,WV,USA,Fireball,2+ hours,UFO bounces and zips infront of house for over 2 hours,9/9/2022,,754,"Morgantown, WV",39.629526,-79.9558968
8/7/2022 21:59,Richmondville,NY,USA,Light,~ 5 minutes,Temporary Light illuminated SW sky - 4 point of light rays,9/9/2022,Yes,755,"Richmondville, NY",42.6342422,-74.5640324
8/7/2022 21:25,Mobile,AL,USA,Triangle,Less than 45 seconds,I was outside and looked up and saw a triangular shape flying few seconds later it disappeared with a flash of light.,9/9/2022,,756,"Mobile, AL",30.6953657,-88.0398912
8/7/2022 21:20,Weatherly,PA,USA,Circle,1 minute,Seen a plane flying east and above it at least 2 times higher than the plane a circular light was traveling opposite direction,9/9/2022,,757,"Weatherly, PA",40.9417535,-75.82964
8/7/2022 20:15,"Crystal City, Arlington",VA,USA,Oval,12 seconds,Was eating dinner on the terrace with my friend when I saw this tic tac moving through a clear sky,9/9/2022,Yes,758,"Crystal City, Arlington, VA",38.855419,-77.0521289
8/7/2022 17:30,Lexington,KY,USA,Circle,15 to 20 seconds,"Stationary orb, very bright and very high altitude.",9/9/2022,,759,"Lexington, KY",38.0405837,-84.5037164
8/7/2022 15:37,West Springfield,MA,USA,Unknown,Approx. 20 Seconds,"Traveled west to east, then slightly curved off. No lights and pigmented gray, did match the night sky and was quite.",9/9/2022,,760,"West Springfield, MA",42.1070383,-72.6203675
8/7/2022 12:00,Grayson,LA,USA,,Over a 2 hour period,Multiple sightings for 2 hours straight for 3 consecutive nights.,9/9/2022,,761,"Grayson, LA",32.049881,-92.1093026
8/7/2022 7:31,Over Toledo bend lake,TX,USA,Triangle,Maybe a minute,I noticed it when it came up through the cloud. It made a plume with the cloud. Seems to hover a little and then disappeared.,9/9/2022,,762,"Over Toledo bend lake, TX",31.5946901,-93.8044831
8/7/2022 6:29,Bradenton,FL,USA,Circle,about 2 minutes,A very bright circle of light came from the southwest and moved across the sky to the northeast and disappeared.,9/9/2022,,763,"Bradenton, FL",27.4989278,-82.5748194
8/7/2022 3:30,Lebanon,OH,USA,Unknown,3 minutes,"A vertically orientied and tight collection of dozens and dozens of random, blinking lights.",9/9/2022,,764,"Lebanon, OH",39.4353373,-84.2029922
8/7/2022 3:00,Gridley,CA,USA,Oval,30 seconds,Super bright green oval,9/9/2022,,765,"Gridley, CA",39.3637773,-121.6935833
8/7/2022 1:00,Tacoma,WA,USA,Circle,3-4 hrs,A cluster of blue- white lights descending slowly into forest,9/9/2022,Yes,766,"Tacoma, WA",47.2528768,-122.4442906
8/7/2022 0:30,Vineyard,UT,USA,Chevron,,My friend and I both saw a translucent chevron shape flying through the night sky.,9/9/2022,,767,"Vineyard, UT",40.3056601,-111.7495419
8/7/2022 0:04,GROVE CITY,OH,USA,Sphere,approximately 7 minutes,"Sky brightened by large orange sphere that looked like the sun shortly after midnight, slowly dimmed and then descended below tree line",10/8/2022,Yes,768,"GROVE CITY, OH",39.8814519,-83.0929644
8/7/2022 0:00,Hickory,NC,USA,Light,10-12 minutes,"I took my dog outside to the backyard one last time before bed, blue light about size of basketball circling my house",9/9/2022,,769,"Hickory, NC",35.7344538,-81.3444573
8/6/2022 23:30,Conifer,CO,USA,Sphere,Twenty seconds,"Glimpse of thirty-foot diameter orb that can only be described as an ""orb of dark red fire""",9/9/2022,,770,"Conifer, CO",39.5202516,-105.3056996
8/6/2022 23:11,Spokane,WA,USA,Circle,5 seconds,A circular or ovular craft moving at high speed SW to NE which left a light blue to lavender-blue ripple/ haze in its wake,9/9/2022,,771,"Spokane, WA",47.6587802,-117.4260466
8/6/2022 22:37,Itasca,TX,USA,Light,A little over a hour,"1 was red , floating then shot straight up & disappear, 2 were basically white with some blue, they were hovering over the solar farm",9/9/2022,,772,"Itasca, TX",32.1595947,-97.1500074
8/6/2022 21:30,Lebanon,TN,USA,Light,1 minute,Strange lights appeared then disappeared,9/9/2022,,773,"Lebanon, TN",36.2081098,-86.2911024
8/6/2022 21:00,Friant,CA,USA,Changing,Approx. 1 minute,"""Ribbon"" of light materialized on disk shaped object",9/9/2022,,774,"Friant, CA",36.9877274,-119.7118118
8/6/2022 20:45,Mt. Pleasant,WI,USA,Sphere,4-5 minutes,"Two lights, one following the other crossed the sky. leisurely pace, from SW to NE.",9/9/2022,,775,"Mt. Pleasant, WI",42.7265929,-87.8949876
8/6/2022 20:30,Indianapolis,IN,USA,Circle,2 minutes,Circular black object with two protrusions floating just under the cloud line,9/9/2022,,776,"Indianapolis, IN",39.768403,-86.158068
8/6/2022 20:12,Godley,TX,USA,Other,21,I saw something in the sky it was very bright and kinda dazzling it had a circle in front and at diamond shape on the back.,9/9/2022,,777,"Godley, TX",32.449029,-97.5266886
8/6/2022 20:09,Littleton,CO,USA,Cylinder,Approx 11-15 sec,No sound or lights,9/9/2022,Yes,778,"Littleton, CO",39.613321,-105.0166498
8/6/2022 19:30,Franklin,IN,USA,Circle,10 minutes approximately,Observed doughnut shaped craft moving over my yard with excellent visibility conditions.,10/8/2022,,779,"Franklin, IN",39.4806055,-86.0549863
8/6/2022 19:27,Caldwell,ID,USA,Light,10 minutes,7 lights and peering above Caldwell Idaho disappeared after 10 minutes,9/9/2022,,780,"Caldwell, ID",43.6629384,-116.6873596
8/6/2022 17:50,Albuquerque,NM,USA,Unknown,About one (1) minute,I saw approximately 5 aluminum/silver objects flying at high speed from south to north over the Sandia Mountains,9/9/2022,,781,"Albuquerque, NM",35.0843859,-106.650422
8/6/2022 17:00,Bloomington,IN,USA,,30 seconds,Black tic-tac shaped ufo. Moved with insane speed,9/9/2022,,782,"Bloomington, IN",39.165325,-86.5263857
8/6/2022 15:50,BLAIRSVILLE,PA,USA,Disk,12 seconds,Classic disc shape flying about 100mph black on bottom metallic on top.,10/8/2022,,783,"BLAIRSVILLE, PA",40.4311796,-79.260869
8/6/2022 15:15,"Erie, Presque Isle",PA,USA,Formation,2-3 minutes,One sphere become 2 then 3 then 4. They change formation from triangle to a straight line then went up and disappeared,9/9/2022,,784,"Erie, Presque Isle, PA",42.1585823,-80.1149411
8/6/2022 6:21,High Springs,FL,USA,Cross,40+ minutes,"Saw a cross-shaped ball of light moving very, very slowly and steadily straight upwards in the east.",9/9/2022,Yes,785,"High Springs, FL",29.8269064,-82.5967832
8/6/2022 5:23,Garden City,SC,USA,Circle,14:03,Luminous orbs in night sky over beach area,9/9/2022,Yes,786,"Garden City, SC",33.5929472,-79.0086464
8/6/2022 3:48,Lanesville,IN,USA,Unknown,1 second,"A large, white object flew across the sky. It had to be low to the ground for the size of the light. At indescribable speed.",9/9/2022,,787,"Lanesville, IN",38.2370131,-85.9858008
8/6/2022 3:00,Murrieta,CA,USA,Circle,Almost two hours,Blue circle moving in different directions.,9/9/2022,,788,"Murrieta, CA",33.5539143,-117.2139232
8/6/2022 2:23,Michigan City,IN,USA,Unknown,longer than an hour,"I honestly can’t explain what i saw, it moved but never out of sight or even very far, i honestly don’t know.",9/9/2022,,789,"Michigan City, IN",41.7075394,-86.8950297
8/6/2022 1:00,Truchas,NM,USA,Changing,7 minutes,I watched these change shape and fly off upwards fast.,9/9/2022,,790,"Truchas, NM",36.0441834,-105.8127561
8/5/2022 22:30,Kensington,NH,USA,Changing,30-40 minutes,Bright yellow lights in a changing formation,9/9/2022,,791,"Kensington, NH",42.9270334,-70.9439447
8/5/2022 22:12,Ocean Shores,WA,USA,Formation,15 seconds,"Looking in the direction of cassiopeia, Two formations flew from west to east quickly.",9/9/2022,,792,"Ocean Shores, WA",47.0074167,-124.1613653
8/5/2022 21:30,Honolulu,HI,USA,Circle,4 seconds,"Meteor sized dot, north to south at similar speed of a meteor.",9/9/2022,,793,"Honolulu, HI",21.3098845,-157.8581401
8/5/2022 21:09,Amherst,NY,USA,Triangle,30 seconds,Three red lights in front of clouds,9/9/2022,,794,"Amherst, NY",42.9754691,-78.7922335
8/5/2022 19:56,Redmond,OR,USA,Delta,One minute.,While flying my drone at approximately 200 feet I observed and object above it at about 2000 feet.,9/9/2022,,795,"Redmond, OR",44.2726203,-121.1739212
8/5/2022 1:00,San Diego,CA,USA,Light,12 minutes,"Very slow moving bright light that ""jumped"" in a zig-zag pattern at times.",9/9/2022,,796,"San Diego, CA",32.715738,-117.1610838
8/5/2022 0:30,Pocatello,ID,USA,Sphere,1-2 seconds,Bright green sphere seen before flying into clouds.,9/9/2022,Yes,797,"Pocatello, ID",42.8621042,-112.4506191
8/5/2022 0:10,Viola,DE,USA,Triangle,5 minutes?,Very large triangular aircraft with very little sound flew slowly over our field and reacted to my presence,12/22/2022,,798,"Viola, DE",39.0428907,-75.5718695
8/5/2022 0:00,Mechanicsville,MD,USA,Triangle,2 sightings 20s each,"Driving when I saw triangle craft, bright lights, weird maneuvers",9/9/2022,,799,"Mechanicsville, MD",38.4421648,-76.7439767
8/4/2022 23:49,Rossville,GA,USA,Triangle,6 minutes,Saw large triangle hovering right below moon,9/9/2022,,800,"Rossville, GA",34.9831309,-85.2860676
8/4/2022 23:30,Minneapolis,MN,USA,Triangle,5 - 7 seconds,"It was the OUTLINE of an irregular shaped triangle, made up of bright red light, moving low in the sky.",9/9/2022,,801,"Minneapolis, MN",44.977753,-93.2650108
8/4/2022 23:25,Gahanna,OH,USA,Triangle,About 20-40 seconda,Saw what appeared to be a triangle shaped craft with 5 lights coming from it. Appeared like headlights,9/9/2022,,802,"Gahanna, OH",40.0192307,-82.8793446
8/4/2022 21:15,Fountain Hills,AZ,USA,Triangle,5 seconds,"200 ft above ground, size of Cessna, silent, fixed wings, heading North towards Rio Verde",9/9/2022,,803,"Fountain Hills, AZ",33.6042079,-111.7256936
8/4/2022 20:30,LOUISIANA,MO,USA,Light,45 sec,Off left side of a plane until it changed and went UP?,9/9/2022,,804,"LOUISIANA, MO",39.4489351,-91.0515256
8/4/2022 20:00,Otsego,MI,USA,Cigar,3 minutes,A white object moving straight up in the sky with an airplane close by,9/9/2022,,805,"Otsego, MI",42.4605904,-85.696406
8/4/2022 19:49,Hartford,ME,USA,Changing,2 minutes,2 extremely shiny crafts,9/9/2022,,806,"Hartford, ME",44.372845,-70.346726
8/4/2022 14:10,Ontario,CA,USA,Cylinder,About 30 seconds,"It was cylindrical but wider than tall, had metallic looking panels, was not moving, no sound, no lights, no windows.",10/8/2022,Yes,807,"Ontario, CA",34.0633443,-117.6508876
8/4/2022 13:09,Grand Haven,MI,USA,Cylinder,Less than a minute,Noticed the object in the NE it traveled west .,9/9/2022,Yes,808,"Grand Haven, MI",43.0630734,-86.2283864
8/4/2022 3:34,Tylertown,MS,USA,Circle,30 min.,A big round craft with bright lights no sound.,9/9/2022,,809,"Tylertown, MS",31.1160119,-90.1420331
8/4/2022 0:40,Irvine,CA,USA,,3 minutes,Two alien were scanning me,9/9/2022,,810,"Irvine, CA",33.6845673,-117.8265049
8/3/2022 23:31,Colorado spring’s,CO,USA,Circle,6 seconds or so,"Moved like it curved,had white/blueish lights, whistling.",9/9/2022,,811,"Colorado spring’s, CO",38.8338816,-104.8213634
8/3/2022 23:04,Winchester,KY,USA,Triangle,10 sec.,"Three lights in a triangle , not blinking, fast moving.",9/9/2022,,812,"Winchester, KY",37.990079,-84.1796503
8/3/2022 22:45,Linden,TN,USA,Light,Hours,"Lighted craft, moves like a drone usually, changes color, and brightness, emits no sound, darts at extreme speed occasionally, etc.",9/9/2022,Yes,813,"Linden, TN",35.6172917,-87.8394704
8/3/2022 22:45,Aberdeen,NC,USA,Light,Approximately 30 seconds.,"Orange light grew in size/intensity while stationary, flew north, stopped, then disappeared.",9/9/2022,,814,"Aberdeen, NC",35.131547,-79.4294789
8/3/2022 21:40,Napa,CA,USA,Circle,40 sec,Two crafts flying low to ground about car size zoomed above our heads making no sound but displacing a lot of air.,9/9/2022,,815,"Napa, CA",38.2975381,-122.286865
8/3/2022 17:55,Hampden,MA,USA,Disk,5 seconds,"Something caught my eye tonthe East. When I looked, it was a gun metal grey disk. The next couple of seconds it bolted north.",9/9/2022,,816,"Hampden, MA",42.0639841,-72.4134167
8/3/2022 12:15,Los Angeles,CA,USA,Unknown,3 Years,I have a chip in my neck,9/9/2022,,817,"Los Angeles, CA",34.0522342,-118.2436849
8/3/2022 10:46,Oxford,CT,USA,Unknown,10 seconds,A creature ran across my driveway,9/9/2022,,818,"Oxford, CT",41.4338203,-73.1168393
8/3/2022 9:56,Poughkeepsie,NY,USA,Circle,Less than a minute,I was going to work and I saw this very odd shaped thing in the sky and I thought it was a plane but it wasn’t. It was silver,9/9/2022,,819,"Poughkeepsie, NY",41.7003713,-73.9209701
8/3/2022 6:25,Killeen,TX,USA,Cross,15 min,"Was walking the dogs in the cool morning, and as the sun was coming up I noticed in the East sky,a gold craft with silver wings",9/9/2022,,820,"Killeen, TX",31.1171194,-97.7277959
8/3/2022 5:20,Chandler,TX,USA,Light,6 seconds or so,I was recording the sky and 2 things were recorded.,10/8/2022,Yes,821,"Chandler, TX",32.3079269,-95.479957
8/3/2022 5:00,Newberg,OR,USA,Sphere,10 mins,Glowing hovering Oregon light,9/9/2022,Yes,822,"Newberg, OR",45.3003268,-122.9761318
8/3/2022 0:51,Fort myers,FL,USA,Circle,around 30 seconds,I was on reading on balcony and heard a whale sound so i looked up and saw the ufo,9/9/2022,,823,"Fort myers, FL",26.640628,-81.8723084
8/3/2022 0:07,Plover,WI,USA,Circle,About an hour,Two dark circles above the clouds hovered in the same spot for an hour,9/9/2022,Yes,824,"Plover, WI",44.4563579,-89.5440069
8/2/2022 23:45,Panama City,FL,USA,Star,About 3 seconds,"My cousin and I were on the balcony watching stars, when suddenly one of them dropped rapidly, stopped, then slowly began moving right.",9/9/2022,,825,"Panama City, FL",30.1588129,-85.6602058
8/2/2022 21:05,fredericksburg,VA,USA,Egg,lasted about 2 1/2 minute,Craft 1 mile in the air bright neon green moved at lightning speed top was shaped like an egg but had a flat base,9/9/2022,,826,"fredericksburg, VA",38.3031837,-77.4605399
8/2/2022 20:25,Grantsville,UT,USA,Teardrop,1 Hour ~,Upside down tear drop in the sky West of Tooele valley. (likely balloon),9/9/2022,Yes,827,"Grantsville, UT",40.5999425,-112.4643988
8/2/2022 19:28,Lompoc,CA,USA,Circle,5 seconds,Me and my girlfriend saw a bright circle in the sky and it disappeared super fast.,9/9/2022,,828,"Lompoc, CA",34.6391501,-120.4579409
8/2/2022 12:45,Okemos,MI,USA,Changing,About 8 mins,It would move quickly from side to side,9/9/2022,Yes,829,"Okemos, MI",42.722257,-84.4274744
8/2/2022 7:05,Fort Leavenworth,KS,USA,Other,1-2 minutes,UAP no contrail or visible propulsion playing with commercial aircraft,9/9/2022,,830,"Fort Leavenworth, KS",,
8/1/2022 22:30,Atlantic City,NJ,USA,Formation,4 hours +,Myself and my girlfriend observed 50 + objects deployed from a larger stationary object,9/9/2022,,831,"Atlantic City, NJ",39.3642834,-74.4229266
8/1/2022 22:00,Albany,NY,USA,Changing,"Over an hour, or more","There was no sounds, near airport, red lights with green on bottom.",9/9/2022,,832,"Albany, NY",42.6525793,-73.7562317
8/1/2022 21:55,Grand Saline,TX,USA,Changing,10 seconds,Bright light changing colors and moving up and down.,9/9/2022,,833,"Grand Saline, TX",32.6734636,-95.7094069
8/1/2022 21:47,Canoga Park,CA,USA,Light,Five Seconds,"First glance thought it was Venus UNTIL immediately noticing how much bigger, brighter, and flickering this object was. NOT Venus 100%.",9/9/2022,,834,"Canoga Park, CA",34.208254,-118.6058609
8/1/2022 20:30,Preston,MD,USA,Changing,5-10 seconds,Saw 4 bright orbs materialize in formation then disappear. Witnessed a military helicopter chasing them.,9/9/2022,,835,"Preston, MD",38.7126151,-75.9099361
8/1/2022 3:30,Pound,VA,USA,Light,5 to 10 mins,Look at the night sky through my binoculars and seen little white dots zooming across the sky.,9/9/2022,,836,"Pound, VA",37.1237146,-82.6012667
8/1/2022 3:20,Tucson,AZ,USA,Light,40 minutes,Three of us outside looking up started flashing my flashlight at light then it started instantaneous maneuvers circles altitude changes,9/9/2022,,837,"Tucson, AZ",32.2539787,-110.9741769
8/1/2022 2:00,Opelousas,LA,USA,Changing,3:02,At first like a pulsating star then began darting very fast left to right and pulsating the whole time from bright to dim.,12/22/2022,,838,"Opelousas, LA",30.5335302,-92.081509
9/30/2022 22:51,Stevens Point,WI,USA,Disk,Several minutes & nights.,Shifting lights around disk with dome.,10/8/2022,Yes,839,"Stevens Point, WI",44.5235792,-89.574563
9/30/2022 21:50,Lawrenceville,GA,USA,Light,9:50pm- 12:50am,Bright star like light pulsating and moving around erratically,10/8/2022,Yes,840,"Lawrenceville, GA",33.9562149,-83.9879625
9/30/2022 21:00,Grand junction,CO,USA,Light,4 mins,Seen light come out of the clouds,12/22/2022,,841,"Grand junction, CO",39.0638705,-108.5506486
9/30/2022 20:48,West valley city,UT,USA,Disk,"2 mins, 855pm 1 min, 9.",Caught on ring camera,10/8/2022,,842,"West valley city, UT",40.6916132,-112.0010501
9/30/2022 20:36,Flora,IL,USA,Circle,About 2 mins,They were little balls of bright orange light traveling signal file in a line,12/22/2022,Yes,843,"Flora, IL",38.6689364,-88.4856042
9/30/2022 19:55,Lafayette,TN,USA,Star,It is still there,It was a red and white flashing light that was moving ever so slightly very fast.,10/8/2022,,844,"Lafayette, TN",36.5211623,-86.0263732
9/30/2022 19:22,Cave City,AR,USA,Light,Several seconds,A very bright moving object that disappeared once observed.,10/8/2022,,845,"Cave City, AR",35.9417534,-91.5483762
